iter	TotalF1	MultiClass
887	0.9311042065	0.2577449781
888	0.9311338066	0.2575561797
889	0.9311338066	0.2572878846
890	0.9314593778	0.2569079371
891	0.9314593778	0.2566121222
892	0.9314593778	0.256556797
893	0.9314593778	0.2564166839
894	0.9314297826	0.2562812817
895	0.9314593778	0.2562106629
896	0.9314297826	0.2560383269
897	0.9315189892	0.2557015474
898	0.9315189892	0.2554908972
899	0.9315189892	0.2551403105
900	0.9315189892	0.25496686
901	0.9315192741	0.2546518646
902	0.9315192741	0.2544978727
903	0.9315192741	0.2543184949
904	0.9307511286	0.2541818313
905	0.9307800153	0.2541657014
906	0.9325978033	0.2538759653
907	0.9318320735	0.2537344052
908	0.931860971	0.2534952404
909	0.9326267009	0.2534185307
910	0.9326267009	0.253374227
911	0.9326230928	0.2530229148
912	0.9326267009	0.2528538395
913	0.9326563007	0.2527548653
914	0.9326527121	0.2523871171
915	0.9326527121	0.2522331873
916	0.9328051751	0.2519064259
917	0.9328051751	0.2518653522
918	0.9328051751	0.2517322797
919	0.9328903954	0.2513341354
920	0.9327744062	0.2509288939
921	0.932923543	0.2508392923
922	0.932923543	0.2506496281
923	0.9329200063	0.2502339498
924	0.9334276245	0.2499249216
925	0.9332786056	0.2495273544
926	0.9333980464	0.2490885027
927	0.9333980464	0.2489259172
928	0.9335728884	0.2485318656
929	0.9335731525	0.2480854972
930	0.9335731525	0.2478261721
931	0.9336964452	0.247617992
932	0.9339883267	0.2473155674
933	0.9339293958	0.2470106509
934	0.9340179208	0.2468098658
935	0.9340179208	0.2467667342
936	0.9340217716	0.2463515553
937	0.9340214757	0.2460182059
938	0.935335462	0.2457014458
939	0.9358114928	0.2453219457
940	0.935811193	0.2452235148
941	0.935811193	0.2449085074
942	0.935811193	0.2448140262
943	0.935811193	0.2446094646
944	0.935811193	0.2443750307
945	0.935811193	0.2441750042
946	0.935811193	0.2439582844
947	0.935811193	0.2437890529
948	0.9358407494	0.2437256142
949	0.9358407494	0.2435660227
950	0.9358407494	0.2434940358
951	0.9358407494	0.2433412993
952	0.9366833473	0.2429618487
953	0.9367131698	0.2426682684
954	0.9367424386	0.2424236063
955	0.9367424386	0.2419351105
956	0.9367128932	0.2417697095
957	0.936831894	0.2416830402
958	0.936831894	0.2416006686
959	0.936831894	0.2412414254
960	0.936831894	0.2411845028
961	0.9369795865	0.241063933
962	0.9369795865	0.2406919441
963	0.9369795865	0.2404659631
964	0.9369795865	0.2400778483
965	0.9369500488	0.2397316653
966	0.9369788165	0.2395046087
967	0.9369788165	0.239234617
968	0.9369788165	0.2389794361
969	0.9369197437	0.2388358159
970	0.9369788165	0.2386590043
971	0.9370083523	0.2383888609
972	0.9385316275	0.2379272508
973	0.9385316275	0.2376329647
974	0.9396958951	0.2373383342
975	0.9396958951	0.2370541875
976	0.9396958951	0.2367827004
977	0.939902717	0.2363934848
978	0.939902717	0.2360926896
979	0.939902717	0.2359824145
980	0.939902717	0.2357239655
981	0.939902717	0.2353824347
982	0.939902717	0.2350164417
983	0.939902717	0.2348893588
984	0.939902717	0.2346090312
985	0.9399618053	0.2343902281
986	0.9398731723	0.2341276753
987	0.9399618053	0.2340211784
988	0.9399618053	0.2338664595
989	0.9399618053	0.2336800876
990	0.9399618053	0.2335787953
991	0.9399618053	0.2333168197
992	0.9400810609	0.233084148
993	0.9400810609	0.2327778354
994	0.9400810609	0.2325558171
995	0.9423016226	0.2322336535
996	0.9423606939	0.2320673669
997	0.9423606939	0.2318937327
998	0.9423016226	0.2314693463
999	0.9423314478	0.2312526787
1000	0.9423016226	0.2310935399
1001	0.9423016226	0.2308297014
1002	0.9423314478	0.2306065095
1003	0.9423314478	0.2305176389
1004	0.9438100014	0.2302479085
1005	0.9438100014	0.230150219
1006	0.9438100014	0.2299967913
1007	0.9438395353	0.2296396295
1008	0.9423609817	0.2293924723
1009	0.9437804671	0.2288515897
1010	0.943898602	0.2285252958
1011	0.9438693659	0.2282422866
1012	0.9439874899	0.2279757859
1013	0.9439874899	0.2278101874
1014	0.9439874899	0.2277008638
1015	0.943957667	0.2275592013
1016	0.9439573777	0.2274021702
1017	0.9439573777	0.2271369036
1018	0.9439871989	0.2268685123
1019	0.9439871989	0.2266978515
1020	0.9439871989	0.2262443846
1021	0.9439871989	0.2259787215
1022	0.9439871989	0.2256505104
1023	0.9439871989	0.2254669419
1024	0.9439871989	0.2253501591
1025	0.9439871989	0.225143503
1026	0.9439871989	0.2248985786
1027	0.9439871989	0.2244631241
1028	0.9439871989	0.2242878396
1029	0.9457164979	0.2241103915
1030	0.9457164979	0.2239207785
1031	0.9457164979	0.2235517539
1032	0.9457164979	0.223380986
1033	0.9458641515	0.2231411984
1034	0.9458641515	0.2229867943
1035	0.945892922	0.2224481531
1036	0.9458633894	0.2223294145
1037	0.9458633894	0.2221565936
1038	0.945892922	0.222048993
1039	0.945892922	0.2217070428
1040	0.945892922	0.2214775787
1041	0.945892922	0.2212673358
1042	0.9460110484	0.2210190732
1043	0.9460110484	0.2209619185
1044	0.946040579	0.2206784146
1045	0.9461882262	0.220373059
1046	0.946040579	0.2202067599
1047	0.9461882262	0.2199046009
1048	0.9461882262	0.2197732363
1049	0.9462177544	0.2196179503
1050	0.946099639	0.2193374386
1051	0.9460701092	0.2191135957
1052	0.9461882262	0.2188527035
1053	0.9461882262	0.2187137252
1054	0.9461882262	0.2184966638
1055	0.9461882262	0.2181957177
1056	0.9462778937	0.2180291281
1057	0.9462778937	0.217932999
1058	0.9462778937	0.2178113094
1059	0.9462778937	0.2176766559
1060	0.9462778937	0.2174390129
1061	0.9462778937	0.2171756109
1062	0.9462778937	0.2168413492
1063	0.9468756266	0.2167387665
1064	0.9468756266	0.2163356267
1065	0.9468756266	0.2161200312
1066	0.9468756266	0.2159588054
1067	0.9468756266	0.2157914383
1068	0.9468756266	0.2153715042
1069	0.9468756266	0.2152854357
1070	0.9469353952	0.2150633209
1071	0.9469353952	0.2147623443
1072	0.9470246396	0.2145592628
1073	0.9478088276	0.2143153993
1074	0.9470534771	0.2140693615
1075	0.9470534771	0.2138434538
1076	0.9476612568	0.213597794
1077	0.9480449215	0.2134256264
1078	0.9480449215	0.2133004692
1079	0.9480449215	0.2130138932
1080	0.9481921198	0.212812152
1081	0.9478088276	0.2127032975
1082	0.9478084591	0.2125510755
1083	0.9478379737	0.2122609073
1084	0.9478379737	0.2121036456
1085	0.9485097119	0.2118279824
1086	0.9484805696	0.2115401207
1087	0.94924948	0.2113654636
1088	0.94924948	0.2111912321
1089	0.94924948	0.2110159878
1090	0.94924948	0.2107099498
1091	0.94924948	0.2105372464
1092	0.94924948	0.2103602789
1093	0.9492786214	0.2101619334
1094	0.9492786214	0.2100104395
1095	0.9492786214	0.209849061
1096	0.9493081142	0.2096972953
1097	0.9493670988	0.2094797179
1098	0.9493670988	0.2093735807
1099	0.9492786214	0.2091432077
1100	0.9493670988	0.2088210672
1101	0.9493670988	0.2086779331
1102	0.9493670988	0.2085100492
1103	0.9493965906	0.2082969629
1104	0.9493965906	0.2080903056
1105	0.9496030228	0.2078184913
1106	0.9496023226	0.2075448549
1107	0.94963181	0.2073411386
1108	0.9498676959	0.2070172788
1109	0.9498676959	0.2068562702
1110	0.9498676959	0.2066520732
1111	0.9498971801	0.206468237
1112	0.9498108685	0.2063724637
1113	0.9498108685	0.2061983746
1114	0.9498108685	0.2059819514
1115	0.9498108685	0.2057711886
1116	0.9498108685	0.2055646963
1117	0.9498108685	0.205403649
1118	0.9498108685	0.2052041984
1119	0.9498108685	0.2050431509
1120	0.9498108685	0.204780757
1121	0.9498108685	0.2044662805
1122	0.9498108685	0.204141986
1123	0.9498108685	0.2040446812
1124	0.9498108685	0.2038870828
1125	0.9498108685	0.2036989949
1126	0.9498108685	0.2035843562
1127	0.9498108685	0.2034561722
1128	0.9498108685	0.2033014686
1129	0.9502837559	0.2031120179
1130	0.9502837559	0.2029552441
1131	0.9503135605	0.202757563
1132	0.951068244	0.202536396
1133	0.9511272972	0.2023958195
1134	0.9511272972	0.2022557331
1135	0.9511272972	0.2019555516
1136	0.9511272972	0.2017683079
1137	0.9511272972	0.2016477715
1138	0.9511568233	0.2012762775
1139	0.9511568233	0.201113146
1140	0.9511568233	0.2009080173
1141	0.9511863491	0.2005808735
1142	0.9511863491	0.2004219489
1143	0.9512158745	0.2001655792
1144	0.9512456726	0.2000521092
1145	0.9512456726	0.1998209365
1146	0.9512751958	0.1996434635
1147	0.9512751958	0.1993901342
1148	0.9512751958	0.1993223529
1149	0.951271567	0.1991676784
1150	0.951271567	0.1990527917
1151	0.951271567	0.1988402102
1152	0.9513013684	0.1986429239
1153	0.9513013684	0.1985015609
1154	0.9513309151	0.1983382592
1155	0.9513013684	0.1982390939
1156	0.9513309151	0.1980645804
1157	0.9513011156	0.1979033696
1158	0.9513011156	0.1976405129
1159	0.951271567	0.1974164772
1160	0.9513008661	0.1972516908
1161	0.9513008661	0.1970778325
1162	0.9513008661	0.1968910342
1163	0.9513008661	0.196714183
1164	0.9513008661	0.1965420738
1165	0.9513008661	0.1963426336
1166	0.9513008661	0.1961892097
1167	0.9513008661	0.1960627179
1168	0.9513008661	0.1957989924
1169	0.9513304159	0.1956266035
1170	0.9513304159	0.195464669
1171	0.9513895146	0.1953059849
1172	0.9517666476	0.1951571228
1173	0.9517964413	0.1949530797
1174	0.9517666476	0.1948184132
1175	0.9517964413	0.1946813841
1176	0.9517368537	0.1944731919
1177	0.9517370788	0.1942492767
1178	0.951707283	0.194082534
1179	0.9517370788	0.1939111734
1180	0.9517370788	0.1938032083
1181	0.9517666476	0.1937403269
1182	0.9517370788	0.1935328525
1183	0.951796216	0.1933031628
1184	0.951796216	0.1932103582
1185	0.9517964413	0.1930783346
1186	0.951796216	0.1928832908
1187	0.9518257841	0.1927385595
1188	0.9518257841	0.1926452417
1189	0.9522397021	0.1925108611
1190	0.9522397021	0.1923417454
1191	0.9522397021	0.1921744027
1192	0.9522397021	0.1919181105
1193	0.9522692652	0.1917437162
1194	0.9522692652	0.1915384965
1195	0.9522397021	0.1913332467
1196	0.9522692652	0.1911312296
1197	0.952298828	0.1909793939
1198	0.9522692652	0.1908339163
1199	0.9522397021	0.1906525657
1200	0.9522692652	0.1904601612
1201	0.9522692652	0.190362603
1202	0.9522692652	0.190207767
1203	0.9537785533	0.1900387638
1204	0.9537785533	0.1899253172
1205	0.9538081953	0.1897754271
1206	0.9538081953	0.1896420074
1207	0.9537785533	0.1894892676
1208	0.9537785533	0.189344604
1209	0.9538081953	0.1890996012
1210	0.9538081953	0.1890158618
1211	0.9538081953	0.1888603978
1212	0.9538081953	0.1887227773
1213	0.9538081953	0.188649331
1214	0.9538081953	0.1884906339
1215	0.9538971193	0.1882210336
1216	0.9537785533	0.1880598283
1217	0.9538674783	0.1879665433
1218	0.9538674783	0.1878317784
1219	0.9538674783	0.1877159699
1220	0.9538971193	0.1875561682
1221	0.9538072906	0.1873835158
1222	0.9538962099	0.1871659777
1223	0.9538962099	0.1870635038
1224	0.953925849	0.1869544147
1225	0.953925849	0.1868586228
1226	0.9539554879	0.1867109555
1227	0.9540444024	0.1864779055
1228	0.9540444024	0.1863045349
1229	0.9540444024	0.1862135483
1230	0.9540444024	0.1861132905
1231	0.9540147645	0.185956543
1232	0.9540444024	0.1857860939
1233	0.9540156802	0.1855764675
1234	0.9540453197	0.1853935564
1235	0.9540156802	0.1852416704
1236	0.9540453197	0.1850861104
1237	0.9540453197	0.1849361433
1238	0.9544000328	0.1846792148
1239	0.9544000328	0.1845269641
1240	0.9543713333	0.184426441
1241	0.9547862063	0.1842948417
1242	0.955022281	0.1841553285
1243	0.955022281	0.1840123671
1244	0.955022281	0.1837971853
1245	0.955022281	0.1836099726
1246	0.955022281	0.18343857
1247	0.955022281	0.183181477
1248	0.955022281	0.1829734004
1249	0.955022281	0.1828581206
1250	0.955022281	0.182737191
1251	0.955022281	0.1825910138
1252	0.955022281	0.1824020863
1253	0.955022281	0.1822394243
1254	0.955022281	0.1820180311
1255	0.955022281	0.1819043636
1256	0.955022281	0.1817003988
1257	0.9551704162	0.1816062491
1258	0.9551704162	0.1814663588
1259	0.9551704162	0.1813336557
1260	0.9551704162	0.1812797636
1261	0.9551704162	0.1811081747
1262	0.9551704162	0.1809905342
1263	0.9551704162	0.1808366342
1264	0.9551704162	0.1806772365
1265	0.9551704162	0.180486655
1266	0.9551704162	0.1803602645
1267	0.9551704162	0.1802097025
1268	0.9551704162	0.180087025
1269	0.9551704162	0.1799068103
1270	0.9553777933	0.179729119
1271	0.9553777933	0.1796321162
1272	0.9553777933	0.1793431738
1273	0.9553777933	0.1792373509
1274	0.9564748556	0.1790373743
1275	0.9564748556	0.1788890352
1276	0.9564748556	0.1787702706
1277	0.9564748556	0.1786444065
1278	0.9564748556	0.1784828401
1279	0.9564748556	0.1783357235
1280	0.9564748556	0.1782435224
1281	0.9563858437	0.1781012528
1282	0.9563858437	0.1779029906
1283	0.9564748556	0.1778070928
1284	0.9563858437	0.1775718296
1285	0.9564748556	0.1775073189
1286	0.9564154735	0.1773782793
1287	0.9564154735	0.1771902517
1288	0.9564154735	0.1770319341
1289	0.9564154735	0.1768755993
1290	0.9564154735	0.1767622217
1291	0.956445103	0.1766297333
1292	0.9564154735	0.1765278777
1293	0.9564154735	0.1763848737
1294	0.956445103	0.1762057776
1295	0.956445103	0.1761064681
1296	0.956445103	0.1759996676
1297	0.956445103	0.1758745102
1298	0.956445103	0.1757580198
1299	0.9564154735	0.1754842188
1300	0.9565044369	0.1753542048
1301	0.9565044369	0.1752418906
1302	0.9565341036	0.175131967
1303	0.9565341036	0.1749332295
1304	0.9565341036	0.1748041515
1305	0.9565341036	0.174663959
1306	0.9565341036	0.1744898069
1307	0.9565341036	0.1743726216
1308	0.9565341036	0.1742335727
1309	0.9565341036	0.1740458096
1310	0.9565341036	0.1738319457
1311	0.9565341036	0.1737371875
1312	0.9565341036	0.173539669
1313	0.9565341036	0.1733444021
1314	0.9569191884	0.1732462901
1315	0.9569191884	0.1731332417
1316	0.9569191884	0.1729736318
1317	0.9569191884	0.172861525
1318	0.9569191884	0.1727296107
1319	0.9571198211	0.172643798
1320	0.9571198211	0.1724704714
1321	0.957149428	0.1723632525
1322	0.9571790346	0.1722543428
1323	0.9571790346	0.1721577864
1324	0.9571790346	0.1719919589
1325	0.9571790346	0.1718113222
1326	0.9571790346	0.171593634
1327	0.9571790346	0.1714496443
1328	0.9571790346	0.1713168933
1329	0.9571790346	0.1712179988
1330	0.9581269571	0.1711315908
1331	0.9581269571	0.1708897629
1332	0.9583928692	0.1707738806
1333	0.9584519579	0.1706582888
1334	0.957475086	0.170527154
1335	0.957534293	0.1703802641
1336	0.957534293	0.1702582947
1337	0.957534293	0.1701865788
1338	0.957534293	0.1701028161
1339	0.9584815019	0.1700040583
1340	0.9584815019	0.169905663
1341	0.9584815019	0.1697656094
1342	0.9584815019	0.1696794963
1343	0.9584815019	0.1695841999
1344	0.9584815019	0.1694922655
1345	0.9585405891	0.1693326976
1346	0.9584815019	0.1691902119
1347	0.9584815019	0.1690257989
1348	0.9584815019	0.1689407476
1349	0.9584815019	0.1687750483
1350	0.9584815019	0.1685974654
1351	0.9584815019	0.1684469081
1352	0.9584815019	0.1683829522
1353	0.9584815019	0.1682872875
1354	0.9584815019	0.1682046143
1355	0.9585701323	0.1681129518
1356	0.9585701323	0.1679954227
1357	0.9585701323	0.1678925222
1358	0.9585405891	0.1677708686
1359	0.9585701323	0.1676362901
1360	0.9585701323	0.1675347751
1361	0.9585701323	0.167458496
1362	0.9585701323	0.1673205929
1363	0.9585701323	0.1671400183
1364	0.9585701323	0.1670471584
1365	0.9585701323	0.1669532103
1366	0.9585701323	0.1668799861
1367	0.9585701323	0.1667824649
1368	0.9585701323	0.1666463093
1369	0.9585701323	0.1665064669
1370	0.9585701323	0.1664019479
1371	0.9585701323	0.166325678
1372	0.9589358395	0.1662655036
1373	0.9587180904	0.166144654
1374	0.9585701323	0.1660085538
1375	0.9589358395	0.1658974631
1376	0.9589653825	0.1657811975
1377	0.9589653825	0.1657129863
1378	0.9589653825	0.1655864623
1379	0.9589358395	0.1654419274
1380	0.9590838044	0.1652981084
1381	0.9591133381	0.1651544782
1382	0.9588360101	0.1649347102
1383	0.959349599	0.1647928003
1384	0.9593791305	0.1646427215
1385	0.9593791305	0.1645266263
1386	0.9593495563	0.1644605375
1387	0.9611258578	0.1642838851
1388	0.9611258578	0.1642112273
1389	0.9611258578	0.1640661183
1390	0.9611258892	0.163942886
1391	0.9611258892	0.1638286636
1392	0.9611258892	0.1636030005
1393	0.9611258892	0.1635100572
1394	0.9611258892	0.1634163826
1395	0.9611258892	0.1633152699
1396	0.9611258892	0.1632199329
1397	0.9611258892	0.1631281788
1398	0.9611258892	0.1630015604
1399	0.9611258892	0.1628587127
1400	0.9611258892	0.1627878475
1401	0.9611258892	0.1626626196
1402	0.9611258578	0.1625573178
1403	0.9611258578	0.1623800719
1404	0.9611258578	0.162273988
1405	0.9611258578	0.1621175643
1406	0.9611258578	0.162010957
1407	0.9611258578	0.1618984454
1408	0.9611258578	0.1617814432
1409	0.9611258578	0.1617026732
1410	0.9611258578	0.1615782834
1411	0.9611258578	0.1615199034
1412	0.9611258578	0.1613937096
1413	0.9611258578	0.1612964822
1414	0.9613318669	0.1612091841
1415	0.9613318669	0.1610592913
1416	0.9613318669	0.1609557013
1417	0.9613318669	0.1607901509
1418	0.9613318669	0.1607231593
1419	0.9613318669	0.1606323243
1420	0.9613318669	0.1605346409
1421	0.9613318669	0.1604312127
1422	0.9613318669	0.1603533325
1423	0.9613318669	0.1602796516
1424	0.9613318669	0.1601581026
1425	0.9613318669	0.1600379029
1426	0.9613318669	0.1599799203
1427	0.9613318669	0.1598364033
1428	0.9613318669	0.1597301263
1429	0.9613318669	0.1595554591
1430	0.9613318669	0.1595145173
1431	0.9613318669	0.159337541
1432	0.9613318669	0.159261385
1433	0.9613318669	0.1591405466
1434	0.9614202094	0.1590558662
1435	0.9613318669	0.1589326139
1436	0.9613318669	0.1588288853
1437	0.9613318669	0.1586548911
1438	0.9613318669	0.1585119567
1439	0.9614202094	0.1584514635
1440	0.9614202094	0.1583574765
1441	0.9613318669	0.1582947777
1442	0.9613318669	0.1581714336
1443	0.9614202094	0.1580917194
1444	0.9614202094	0.1580203731
1445	0.9614202094	0.1579306257
1446	0.9614496567	0.1578570785
1447	0.9614202094	0.1577417986
1448	0.9614202094	0.1576386437
1449	0.9614202094	0.157506965
1450	0.9614202094	0.1573759351
1451	0.9614202094	0.1571827594
1452	0.9614202094	0.1570982602
1453	0.9614202094	0.1570065974
1454	0.9614202094	0.1568875624
1455	0.9614202094	0.1568359406
1456	0.9614202094	0.1567453137
1457	0.9614202094	0.1566271296
1458	0.9614202094	0.1564979248
1459	0.9614202094	0.1563847103
1460	0.9614202094	0.1562888288
1461	0.9614202094	0.1561824587
1462	0.9614496567	0.1560946429
1463	0.9614202094	0.15600325
1464	0.9614496567	0.1559045221
1465	0.9614202094	0.1558142337
1466	0.9614496567	0.1557369939
1467	0.9614496567	0.1556605336
1468	0.9614496567	0.1555374716
1469	0.9614496567	0.1554489152
1470	0.9614496567	0.1553759809
1471	0.9614496567	0.1553032994
1472	0.9614496567	0.1552093241
1473	0.9614496567	0.1551473196
1474	0.9614496567	0.1550707383
1475	0.9614496567	0.1549540112
1476	0.9614496567	0.1548363363
1477	0.9614496567	0.1547133672
1478	0.9614791038	0.1546469891
1479	0.9614791038	0.1545782149
1480	0.9614791038	0.1545079557
1481	0.9614791038	0.1544170603
1482	0.9614791038	0.1543168055
1483	0.9614791038	0.1542487566
1484	0.9622415296	0.1541294023
1485	0.9614791038	0.1540437116
1486	0.9614791038	0.1539456105
1487	0.9614791038	0.1538237644
1488	0.9622415296	0.1536547475
1489	0.9622415296	0.1535315929
1490	0.9622415296	0.1534315551
1491	0.9622415296	0.1533197533
1492	0.962359214	0.1531602474
1493	0.962359214	0.1531131959
1494	0.962359214	0.1530198076
1495	0.962359214	0.1529088384
1496	0.962359214	0.1527297909
1497	0.962359214	0.1525569222
1498	0.962359214	0.1524876322
1499	0.962359214	0.152407434
1500	0.962359214	0.1522739583
1501	0.962359214	0.1522250401
1502	0.962359214	0.1521312159
1503	0.9623886579	0.1519855731
1504	0.962359214	0.1518724329
1505	0.9623886579	0.1517216087
1506	0.9623886579	0.1516234843
1507	0.9627698295	0.1515055637
1508	0.9627698295	0.1514397323
1509	0.9627698295	0.1512449556
1510	0.9627698295	0.1511667681
1511	0.9627698295	0.1510652693
1512	0.9627698295	0.1509946388
1513	0.9627698295	0.1508866337
1514	0.9627698295	0.1508080524
